path,label,track_id,split
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00027.wav,blues,blues.00027,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00030.wav,blues,blues.00030,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00031.wav,blues,blues.00031,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00032.wav,blues,blues.00032,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00033.wav,blues,blues.00033,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00034.wav,blues,blues.00034,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00035.wav,blues,blues.00035,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00036.wav,blues,blues.00036,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00038.wav,blues,blues.00038,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00039.wav,blues,blues.00039,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00040.wav,blues,blues.00040,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00041.wav,blues,blues.00041,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00042.wav,blues,blues.00042,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00043.wav,blues,blues.00043,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00044.wav,blues,blues.00044,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00045.wav,blues,blues.00045,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00046.wav,blues,blues.00046,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00048.wav,blues,blues.00048,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00049.wav,blues,blues.00049,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00050.wav,blues,blues.00050,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00053.wav,blues,blues.00053,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00054.wav,blues,blues.00054,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00055.wav,blues,blues.00055,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00056.wav,blues,blues.00056,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00058.wav,blues,blues.00058,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00059.wav,blues,blues.00059,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00061.wav,blues,blues.00061,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00062.wav,blues,blues.00062,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00064.wav,blues,blues.00064,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00065.wav,blues,blues.00065,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00067.wav,blues,blues.00067,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00068.wav,blues,blues.00068,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00069.wav,blues,blues.00069,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00070.wav,blues,blues.00070,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00072.wav,blues,blues.00072,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00073.wav,blues,blues.00073,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00077.wav,blues,blues.00077,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00078.wav,blues,blues.00078,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00079.wav,blues,blues.00079,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00081.wav,blues,blues.00081,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00083.wav,blues,blues.00083,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00085.wav,blues,blues.00085,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00088.wav,blues,blues.00088,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00089.wav,blues,blues.00089,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00093.wav,blues,blues.00093,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00094.wav,blues,blues.00094,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00095.wav,blues,blues.00095,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00096.wav,blues,blues.00096,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00097.wav,blues,blues.00097,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\blues\blues.00098.wav,blues,blues.00098,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00000.wav,classical,classical.00000,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00001.wav,classical,classical.00001,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00002.wav,classical,classical.00002,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00003.wav,classical,classical.00003,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00005.wav,classical,classical.00005,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00008.wav,classical,classical.00008,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00012.wav,classical,classical.00012,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00013.wav,classical,classical.00013,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00014.wav,classical,classical.00014,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00015.wav,classical,classical.00015,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00016.wav,classical,classical.00016,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00017.wav,classical,classical.00017,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00018.wav,classical,classical.00018,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00019.wav,classical,classical.00019,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00020.wav,classical,classical.00020,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00021.wav,classical,classical.00021,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00023.wav,classical,classical.00023,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00024.wav,classical,classical.00024,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00025.wav,classical,classical.00025,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00026.wav,classical,classical.00026,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00028.wav,classical,classical.00028,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00029.wav,classical,classical.00029,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00030.wav,classical,classical.00030,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00031.wav,classical,classical.00031,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00035.wav,classical,classical.00035,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00037.wav,classical,classical.00037,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00038.wav,classical,classical.00038,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00042.wav,classical,classical.00042,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00044.wav,classical,classical.00044,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00045.wav,classical,classical.00045,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00046.wav,classical,classical.00046,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00048.wav,classical,classical.00048,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00049.wav,classical,classical.00049,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00051.wav,classical,classical.00051,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00052.wav,classical,classical.00052,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00054.wav,classical,classical.00054,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00055.wav,classical,classical.00055,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00056.wav,classical,classical.00056,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00058.wav,classical,classical.00058,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00059.wav,classical,classical.00059,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00060.wav,classical,classical.00060,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00063.wav,classical,classical.00063,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00064.wav,classical,classical.00064,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00065.wav,classical,classical.00065,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00068.wav,classical,classical.00068,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00070.wav,classical,classical.00070,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00073.wav,classical,classical.00073,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00074.wav,classical,classical.00074,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00076.wav,classical,classical.00076,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00077.wav,classical,classical.00077,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00078.wav,classical,classical.00078,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00079.wav,classical,classical.00079,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00082.wav,classical,classical.00082,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00084.wav,classical,classical.00084,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00085.wav,classical,classical.00085,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00086.wav,classical,classical.00086,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00087.wav,classical,classical.00087,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00088.wav,classical,classical.00088,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00089.wav,classical,classical.00089,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00090.wav,classical,classical.00090,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00093.wav,classical,classical.00093,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00094.wav,classical,classical.00094,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00098.wav,classical,classical.00098,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\classical\classical.00099.wav,classical,classical.00099,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00002.wav,country,country.00002,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00003.wav,country,country.00003,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00005.wav,country,country.00005,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00006.wav,country,country.00006,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00007.wav,country,country.00007,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00008.wav,country,country.00008,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00010.wav,country,country.00010,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00011.wav,country,country.00011,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00012.wav,country,country.00012,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00013.wav,country,country.00013,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00015.wav,country,country.00015,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00017.wav,country,country.00017,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00019.wav,country,country.00019,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00020.wav,country,country.00020,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00021.wav,country,country.00021,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00022.wav,country,country.00022,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00025.wav,country,country.00025,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00026.wav,country,country.00026,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00028.wav,country,country.00028,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00030.wav,country,country.00030,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00032.wav,country,country.00032,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00033.wav,country,country.00033,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00034.wav,country,country.00034,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00035.wav,country,country.00035,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00036.wav,country,country.00036,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00038.wav,country,country.00038,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00039.wav,country,country.00039,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00040.wav,country,country.00040,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00041.wav,country,country.00041,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00042.wav,country,country.00042,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00044.wav,country,country.00044,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00045.wav,country,country.00045,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00046.wav,country,country.00046,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00047.wav,country,country.00047,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00048.wav,country,country.00048,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00049.wav,country,country.00049,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00050.wav,country,country.00050,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00051.wav,country,country.00051,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00056.wav,country,country.00056,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00057.wav,country,country.00057,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00058.wav,country,country.00058,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00059.wav,country,country.00059,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00060.wav,country,country.00060,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00061.wav,country,country.00061,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00062.wav,country,country.00062,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00063.wav,country,country.00063,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00064.wav,country,country.00064,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00065.wav,country,country.00065,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00066.wav,country,country.00066,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00070.wav,country,country.00070,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00071.wav,country,country.00071,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00072.wav,country,country.00072,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00073.wav,country,country.00073,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00075.wav,country,country.00075,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00076.wav,country,country.00076,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00077.wav,country,country.00077,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00079.wav,country,country.00079,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00081.wav,country,country.00081,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00085.wav,country,country.00085,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00088.wav,country,country.00088,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00092.wav,country,country.00092,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00093.wav,country,country.00093,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00094.wav,country,country.00094,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\country\country.00097.wav,country,country.00097,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\disco\disco.00000.wav,disco,disco.00000,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\disco\disco.00001.wav,disco,disco.00001,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\disco\disco.00005.wav,disco,disco.00005,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\disco\disco.00006.wav,disco,disco.00006,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\disco\disco.00008.wav,disco,disco.00008,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\disco\disco.00009.wav,disco,disco.00009,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\disco\disco.00010.wav,disco,disco.00010,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\disco\disco.00011.wav,disco,disco.00011,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\disco\disco.00012.wav,disco,disco.00012,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\disco\disco.00014.wav,disco,disco.00014,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\disco\disco.00015.wav,disco,disco.00015,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\disco\disco.00016.wav,disco,disco.00016,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\disco\disco.00017.wav,disco,disco.00017,train
C:\sem 07\sem07 frontend development\e20-co542-classical-music-classification\code\GTZN\Data\genres_original\disco\disco.00019.wav,disco,disco.00019,train
